444915288,198518,201901,220252,185285,237816,114704,173865,227723,171686,210482,209644,199922,224097,148177,200860,194328,134541,227972,234315,161044,-9390,127505,-24796,-8388607,1,2653,2659,2656,754,2475,-10110976,1,1,15,1,270,0,0,0,1
444915289,198351,201737,220047,185069,237949,115279,174041,228137,171651,210390,209387,200126,224321,148356,200766,194391,134146,227955,234170,161046,-9448,127595,-24910,-8388607,1,2655,2666,2651,750,2479,-10110976,1,1,15,1,270,0,0,0,1
444915290,198136,201601,219842,184884,238350,115815,174378,228790,171420,210282,209365,199883,224223,148689,200855,194377,134068,228051,234182,161207,-9404,127583,-24906,-8388607,1,2657,2658,2659,748,2479,-10110976,1,1,15,1,270,0,0,0,1
444915291,197901,201321,219585,184683,238898,116323,174711,229231,171229,210133,209309,199618,224302,148557,200837,194119,133981,227805,234565,161368,-9560,127239,-24826,-8388607,1,2660,2658,2658,751,2477,-10110976,1,1,15,1,270,0,0,0,1
444915292,197871,201162,219534,184655,239186,116732,174726,229272,171451,210313,209458,199696,224255,148585,200853,194418,134118,227914,234628,161438,-9668,127239,-24910,-8388607,1,2658,2661,2655,754,2479,-10110976,1,1,15,1,270,0,0,0,1
444915293,197596,200922,219559,184491,239328,116711,174571,228952,171465,210064,209526,199755,224096,148404,200492,194333,134244,227829,234741,161466,-9755,127165,-24855,-8388607,1,2654,2659,2657,748,2482,-10110976,1,1,15,1,270,0,0,0,1
444915294,197738,200960,219820,184788,239258,116336,174330,228631,171734,210475,209955,200121,223869,148238,200672,194075,134394,227865,234769,161262,-9753,127115,-24776,-8388607,1,2655,2657,2662,751,2476,-10110976,1,1,15,1,270,0,0,0,1
444915295,197715,200997,220126,184935,238724,115702,173994,228222,172038,210849,210014,200239,223580,147849,200533,194063,134758,228163,234630,160992,-9661,127253,-24817,-8388607,1,2658,2660,2658,750,2473,-10110976,1,1,15,1,270,0,0,0,1
444915296,197893,201345,220446,185268,238251,115030,173687,227934,172382,211166,210070,200571,223674,147643,200486,194009,134864,228333,234429,161084,-9606,127204,-24907,-8388607,1,2655,2660,2651,751,2479,-10110976,1,1,15,1,270,0,0,0,1
444915297,198338,201561,220498,185474,237648,114506,173731,227720,172508,211358,210160,200615,223528,147972,200828,194085,135011,228604,234394,161147,-9464,127259,-24859,-8388607,1,2656,2655,2658,747,2481,-10110976,1,1,15,1,270,0,0,0,1
444915298,198807,201988,220696,185586,237303,114249,173617,227752,172597,211422,209905,200349,223638,147731,200755,194112,134954,228462,234239,161082,-9386,127529,-24884,-8388607,1,2660,2656,2659,750,2479,-10110976,1,1,15,1,270,0,0,0,1
444915299,198819,202037,220524,185418,237249,114409,173642,227650,172251,211259,209660,200291,223685,148192,200920,194236,134511,228617,234487,160918,-9346,127687,-24691,-8388607,1,2655,2659,2656,752,2477,-10110976,1,1,15,1,270,0,0,0,1
444915300,198780,202096,220130,185253,237523,114755,173685,227858,172220,210753,209594,200230,223940,148132,201050,194309,134468,228179,234502,161280,-9238,127654,-24781,-8388607,1,2655,2659,2657,749,2481,-10110976,1,1,15,1,270,0,0,0,1
444915301,198640,201837,219949,185017,238144,115377,173880,228202,171479,210445,209388,199747,224248,148499,201114,194813,134218,228058,234507,161220,-9441,127561,-24822,-8388607,1,2655,2656,2660,745,2478,-10110976,1,1,15,1,270,0,0,0,1
444915302,198231,201682,219859,184771,238842,116008,174323,228452,171322,209942,209321,199620,224578,148736,200958,194707,134212,227853,234705,161438,-9439,127483,-24705,-8388607,1,2651,2654,2656,749,2473,-10110976,1,1,15,1,270,0,0,0,1
444915303,197884,201320,219586,184693,239130,116515,174527,228621,171075,209734,209427,199866,224419,148883,200990,194543,134223,227602,234499,161141,-9708,127413,-24820,-8388607,1,2654,2662,2653,750,2480,-10110976,1,1,15,1,270,0,0,0,1
